"","Bridge_ID","Built_Year","County_Code","Deck_Cond","Superstructure_Cond","Substructure_Cond","Operating_Rating"
"9973","B62022300000000",2002,123,"N","N","N",53.9
"9974","B62022400000000",2003,123,"8","8","7",78.4
"9975","B62022500000000",2004,123,"7","7","8",67
"9976","B62022600000000",2005,123,"7","7","8",62.1
"9977","B62022700000000",2005,123,"8","8","8",78.4
"9978","B62022800000000",2006,123,"7","8","8",68.6
"9979","B62022900000000",2007,123,"7","7","7",71.8
"9980","B62023000000000",2006,123,"7","7","7",57.2
"9981","B62023100000000",2006,123,"8","8","7",55.5
"9982","B62023200000000",2006,123,"8","8","8",70.2
"9983","B62023300000000",2006,123,"7","7","7",86.5
"9984","B62023400000000",2007,123,"6","6","7",73.5
"9985","B62023500000000",2008,123,"7","7","7",81.6
"9986","B62023600000000",2010,123,"8","8","8",52.5
"9987","B62023700000000",2010,123,"7","7","7",26.2
"9988","B62023800000000",1939,123,"N","N","N",53.9
"9989","B62023900000000",2015,123,"8","8","8",44.4
"9990","B62024000000000",2011,123,"8","8","8",46.7
"9991","B62024100000000",2011,123,"8","9","9",46.3
"9992","B62024200000000",2011,123,"8","8","8",46
"9993","B62024300000000",2016,123,"8","8","8",50.5
"9994","B62024400000000",2015,123,"8","8","9",51.2
"9995","B62024500000000",2018,123,"8","8","8",42.8
"9996","B62024600000000",2018,123,"8","8","8",45.4
"9997","B62024700000000",2017,123,"8","8","8",45.4
"9998","B62024900000000",2016,123,"7","7","7",49.6
"9999","B62025000000000",2017,123,"8","8","8",55.4
"10000","B62025100000000",2016,123,"8","8","8",49.6
"10001","B62025200000000",2019,123,"9","9","9",54.8
"10002","B62025300000000",2019,123,"9","9","9",48.3
"10003","B62025400000000",2019,123,"9","9","9",52.8
"10004","B62025500000000",2019,123,"8","8","7",51.5
"10005","B62025600000000",2019,123,"9","9","9",45.4
"10006","B62025700000000",2019,123,"8","8","8",53.8
"10007","B62028600000000",1941,123,"N","N","N",53.9
"10008","B62029500000000",1937,123,"N","N","N",53.9
"10009","B62054900000000",1932,123,"6","6","7",31
"10010","B62055000000000",1939,123,"N","N","N",53.9
"10011","B62075500000000",1940,123,"6","5","5",50.6
"10012","B62080600000000",1941,123,"6","6","6",31
"10013","B62080900000000",1941,123,"5","5","6",21.2
"10014","B62094800000000",1948,123,"N","N","N",53.9
"10015","B62095900000000",1932,123,"5","5","4",62.1
"10016","B62098400000000",1939,123,"5","6","5",44.1
"10017","B62098700000000",1927,123,"4","5","4",62.1
"10018","B62098800000000",1927,123,"5","4","6",60.4
"10019","B62099400000000",1927,123,"5","3","5",13.1
"10020","B62099700000000",1934,123,"N","N","N",53.9
"10021","B63000200000000",1955,125,"4","5","4",37.6
"10022","B63000300000000",1956,125,"5","6","5",53.9
"10023","B63000600000000",1962,125,"4","5","4",31
"10024","B63000700000000",1968,125,"5","5","6",98
"10025","B63000800000000",1978,125,"5","6","5",50.6
"10026","B63000900000000",1980,125,"N","N","N",53.9
"10027","B63001000000000",1981,125,"5","7","6",58.8
"10028","B63001100000000",1982,125,"5","5","5",53.9
"10029","B63001200000000",1984,125,"N","N","N",53.9
"10030","B63001300000000",1988,125,"7","7","6",70.2
"10031","B63001400000000",1992,125,"5","8","7",67
"10032","B63001500000000",2000,125,"6","7","7",63.7
"10033","B63001600000000",1990,125,"7","7","7",57.2
"10034","B63001700000000",1993,125,"6","8","5",75.1
"10035","B63001800000000",1998,125,"6","7","8",70.2
"10036","B63001900000000",1993,125,"7","7","7",62.1
"10037","B63002000000000",1993,125,"7","8","7",58.8
"10038","B63002100000000",2003,125,"6","6","7",70.2
"10039","B63002200000000",2004,125,"6","8","7",73.5
"10040","B63002400000000",2008,125,"7","7","7",84.9
"10041","B63002500000000",2009,125,"N","N","N",53.9
"10042","B63065900000000",1941,125,"5","6","6",40.8
"10043","B64000200000000",1999,127,"7","8","8",60.4
"10044","B64000300000000",1948,127,"5","5","5",26.1
"10045","B64000400000000",1975,127,"6","8","7",47.4
"10046","B64000500000000",1949,127,"N","N","N",53.9
"10047","B64000700000000",1954,127,"5","5","6",47.4
"10048","B64000900000000",2001,127,"7","7","7",58.8
"10049","B64001000000000",2004,127,"7","7","7",68.6
"10050","B64001200000000",1956,127,"6","6","2",37.6
"10051","B64001400000000",1958,127,"N","N","N",53.9
"10052","B64001500000000",1957,127,"7","7","5",32.7
"10053","B64001600000000",1960,127,"7","6","7",70.2
"10054","B64001700000000",2003,127,"7","7","7",63.7
"10055","B64001900000000",1965,127,"5","6","5",37.6
"10056","B64002000000000",1965,127,"N","N","N",53.9
"10057","B64002100000000",1977,127,"N","N","N",53.9
"10058","B64002200000000",1965,127,"7","6","5",50.6
"10059","B64002300000000",1965,127,"5","6","6",53.9
"10060","B64002400000000",1965,127,"5","6","6",53.9
"10061","B64002500000000",1965,127,"5","6","6",39.2
"10062","B64002600000000",1965,127,"6","6","5",42.5
"10063","B64002700000000",1965,127,"6","6","6",44.1
"10064","B64003000000000",1967,127,"N","N","N",53.9
"10065","B64003100000000",1967,127,"6","5","6",39.2
"10066","B64003200000000",1967,127,"7","7","6",49
"10067","B64003300000000",1967,127,"7","7","6",52.3
"10068","B64003400000000",1967,127,"N","N","N",53.9
"10069","B64003500000000",1967,127,"5","6","6",45.7
"10070","B64003600000000",1967,127,"5","6","6",44.1
"10071","B64003700000000",1967,127,"N","N","N",53.9
"10072","B64003800000000",1967,127,"N","N","N",53.9
"10073","B64003900000000",1968,127,"5","6","6",44.1
"10074","B64004000000000",1968,127,"6","5","6",35.9
"10075","B64004100000000",1968,127,"7","6","6",35.9
"10076","B64004200000000",1968,127,"6","6","6",39.2
"10077","B64004300000000",1968,127,"6","6","6",67
"10078","B64004400000000",1968,127,"6","6","6",67
"10079","B64004600000000",1968,127,"7","7","7",67
"10080","B64004700000000",1968,127,"7","7","7",65.3
"10081","B64004800000000",1968,127,"6","6","6",53.9
"10082","B64004900000000",1968,127,"7","6","6",53.9
"10083","B64005100000000",2005,127,"7","7","6",99.9
"10084","B64005300000000",2005,127,"7","7","7",62.1
"10085","B64005500000000",1985,127,"6","6","6",55.5
"10086","B64005800000000",2003,127,"6","7","7",91.4
"10087","B64006000000000",1966,127,"4","4","6",57.2
"10088","B64006100000000",1968,127,"N","N","N",53.9
"10089","B64006300000000",1969,127,"5","5","5",45.7
"10090","B64006400000000",1969,127,"5","5","5",45.7
"10091","B64006500000000",1985,127,"6","6","8",65.3
"10092","B64006600000000",1985,127,"6","6","7",49
"10093","B64006800000000",1986,127,"N","N","N",53.9
"10094","B64006900000000",1989,127,"6","6","8",57.2
"10095","B64007000000000",1989,127,"6","6","8",45.7
"10096","B64007100000000",1987,127,"7","6","7",60.4
"10097","B64007200000000",1989,127,"7","8","7",75.1
"10098","B64007300000000",1989,127,"N","N","N",53.9
"10099","B64007400000000",1989,127,"6","6","7",62.1
"10100","B64007500000000",1987,127,"6","6","7",55.5
"10101","B64007600000000",1992,127,"5","5","8",65.3
"10102","B64007700000000",1991,127,"6","6","6",62.1
"10103","B64007800000000",1992,127,"7","7","7",57.2
"10104","B64007900000000",1994,127,"7","7","8",63.7
"10105","B64008000000000",1995,127,"7","7","8",57.2
"10106","B64008100000000",1995,127,"7","7","8",60.4
"10107","B64008200000000",2002,127,"7","8","7",68.6
"10108","B64008600000000",1971,127,"7","7","6",58.8
"10109","B64008700000000",1971,127,"7","7","7",58.8
"10110","B64008800000000",1971,127,"6","5","5",49
"10111","B64008900000000",1971,127,"5","5","5",49
"10112","B64009000000000",1971,127,"7","6","7",42.5
"10113","B64009100000000",1971,127,"5","5","6",31
"10114","B64009200000000",1972,127,"6","5","6",55.5
"10115","B64009300000000",1972,127,"6","6","6",68.6
"10116","B64009400000000",1973,127,"5","7","6",42.5
"10117","B64009500000000",1971,127,"N","N","N",53.9
"10118","B64009600000000",1972,127,"7","7","7",53.9
"10119","B64009700000000",1972,127,"7","7","6",73.5
"10120","B64009800000000",1972,127,"5","7","5",70.2
"10121","B64009900000000",1972,127,"7","7","7",39.2
"10122","B64010000000000",1972,127,"6","7","7",57.2
"10123","B64010100000000",1972,127,"6","7","7",44.1
"10124","B64010200000000",1972,127,"7","7","7",44.1
"10125","B64010300000000",1972,127,"6","7","6",52.3
"10126","B64010400000000",1972,127,"6","7","6",52.3
"10127","B64010500000000",1975,127,"6","6","6",57.2
"10128","B64010600000000",1975,127,"6","6","6",57.2
"10129","B64010700000000",1975,127,"4","7","7",47.4
"10130","B64010800000000",1975,127,"5","7","7",47.4
"10131","B64010900000000",1975,127,"5","6","7",62.1
"10132","B64011000000000",1971,127,"N","N","N",53.9
"10133","B64011100000000",1971,127,"N","N","N",53.9
"10134","B64011200000000",1971,127,"N","N","N",53.9
"10135","B64011300000000",1971,127,"N","N","N",53.9
"10136","B64011400000000",1975,127,"6","6","5",91.4
"10137","B64011500000000",1975,127,"6","7","5",91.4
"10138","B64011600000000",1975,127,"6","6","6",62.1
"10139","B64011700000000",1975,127,"5","6","7",55.5
"10140","B64011800000000",1975,127,"6","6","6",55.5
"10141","B64011900000000",1975,127,"7","7","7",53.9
"10142","B64012000000000",1976,127,"7","7","7",55.5
"10143","B64012100000000",1976,127,"7","7","6",63.7
"10144","B64012200000000",1975,127,"7","6","6",53.9
"10145","B64012300000000",1975,127,"7","7","7",53.9
"10146","B64012400000000",1975,127,"7","7","7",63.7
"10147","B64012500000000",1975,127,"6","7","7",65.3
"10148","B64012600000000",1975,127,"5","6","7",67
"10149","B64012700000000",1975,127,"5","7","7",99.9
"10150","B64012800000000",1976,127,"7","6","6",42.5
"10151","B64012900000000",1976,127,"N","N","N",53.9
"10152","B64013000000000",2004,127,"7","7","8",60.4
"10153","B64013100000000",2002,127,"N","N","N",53.9
"10154","B64013200000000",1976,127,"8","7","7",58.8
"10155","B64013300000000",1976,127,"6","6","7",55.5
"10156","B64013400000000",1975,127,"6","6","6",55.5
"10157","B64013500000000",1976,127,"6","6","6",53.9
"10158","B64013600000000",1976,127,"6","6","6",53.9
"10159","B64013700000000",1976,127,"6","6","7",57.2
"10160","B64013800000000",1976,127,"6","6","7",50.6
"10161","B64013900000000",1976,127,"N","N","N",53.9
"10162","B64014000000000",1976,127,"N","N","N",53.9
"10163","B64014100000000",1976,127,"N","N","N",53.9
"10164","B64014200000000",1976,127,"N","N","N",53.9
"10165","B64014300000000",2001,127,"7","7","8",70.2
"10166","B64014400000000",1976,127,"7","6","6",47.4
"10167","B64014500000000",1976,127,"7","6","6",47.4
"10168","B64014600000000",1977,127,"6","6","6",58.8
"10169","B64014700000000",1983,127,"5","5","7",62.1
"10170","B64014800000000",1979,127,"5","5","7",50.6
"10171","B64015100000000",1981,127,"6","6","7",47.4
"10172","B64015200000000",1980,127,"7","7","7",53.9
"10173","B64015400000000",1988,127,"7","7","7",58.8
"10174","B64015500000000",1982,127,"6","7","7",63.7
"10175","B64015600000000",1982,127,"6","7","7",47.4
"10176","B64015700000000",1982,127,"6","4","6",45.7
"10177","B64015800000000",1983,127,"7","8","7",55.5
"10178","B64015900000000",1982,127,"6","8","7",58.8
"10179","B64016000000000",2002,127,"7","8","7",62.1
"10180","B64016200000000",2009,127,"6","7","6",70.2
"10181","B64016300000000",2010,127,"6","8","8",99.9
"10182","B64016400000000",2010,127,"7","8","8",99.9
"10183","B64016500000000",2008,127,"7","8","7",78.4
"10184","B64016600000000",2005,127,"7","8","8",55.5
"10185","B64016700000000",2004,127,"7","7","8",57.2
"10186","B64016800000000",2009,127,"N","N","N",53.9
"10187","B64016900000000",2006,127,"7","7","8",75.1
"10188","B64017000000000",2006,127,"7","7","8",83.3
"10189","B64017100000000",2010,127,"7","8","8",70.6
"10190","B64017200000000",2012,127,"7","7","8",47.6
"10191","B64017300000000",2010,127,"7","8","8",61.2
"10192","B64017400000000",2011,127,"8","8","8",51.2
"10193","B64017500000000",2010,127,"7","7","8",51.2
"10194","B64017600000000",2012,127,"7","7","8",60.6
"10195","B64017800000000",2012,127,"7","7","8",55.4
"10196","B64017900000000",2012,127,"6","8","8",57.7
"10197","B64018000000000",2019,127,"8","9","9",64.2
"10198","B64018100000000",2011,127,"8","8","8",67
"10199","B64018200000000",2018,127,"9","9","9",48.3
"10200","B64018300000000",2012,127,"8","8","8",41.8
"10201","B64018400000000",2012,127,"8","8","8",42.8
"10202","B64018500000000",2016,127,"8","9","9",51.8
"10203","B64018600000000",2016,127,"7","7","7",44.1
"10204","B64018700000000",2015,127,"7","7","7",46.3
"10205","B64018800000000",2014,127,"8","8","8",46.3
"10206","B64019000000000",2015,127,"8","8","8",53.5
"10207","B64019100000000",2019,127,"9","9","9",53.8
"10208","B64019300000000",2016,127,"8","8","8",45.7
"10209","B64019400000000",2016,127,"8","9","9",52.8
"10210","B64019800000000",2017,127,"8","8","9",52.8
"10211","B64020200000000",2017,127,"9","9","8",44
"10212","B64020300000000",2018,127,"9","9","8",57.7
"10213","B64026000000000",1938,127,"2","4","5",29.4
"10214","B64043800000000",1941,127,"N","N","N",53.9
"10215","B64057400000000",1939,127,"7","7","6",42.1
"10216","B64066500000000",1929,127,"6","5","6",50.6
"10217","B65000600000000",1958,129,"5","6","6",39.2
"10218","B65000900000000",1965,129,"6","6","6",37.6
"10219","B65001000000000",1966,129,"6","6","6",55.5
"10220","B65001200000000",1967,129,"N","N","N",53.9
"10221","B65001300000000",1967,129,"6","8","6",63.7
"10222","B65001400000000",1975,129,"5","8","7",76.7
"10223","B65001500000000",1973,129,"N","N","N",53.9
"10224","B65001600000000",1976,129,"7","7","6",49
"10225","B65001700000000",1976,129,"7","7","6",45.7
"10226","B65001800000000",1981,129,"7","7","6",55.5
"10227","B65001900000000",1980,129,"6","6","7",57.2
"10228","B65002000000000",1978,129,"5","5","6",53.9
"10229","B65002200000000",1986,129,"6","8","7",58.8
"10230","B65002300000000",1986,129,"7","8","8",58.8
"10231","B65002400000000",1986,129,"6","7","7",40.8
"10232","B65002500000000",1987,129,"7","8","7",40.8
"10233","B65002600000000",1987,129,"7","8","7",67
"10234","B65002700000000",1982,129,"7","7","6",57.2
"10235","B65002800000000",1981,129,"6","8","6",71.8
"10236","B65002900000000",1983,129,"7","7","6",45.7
"10237","B65003000000000",1986,129,"6","8","7",73.5
"10238","B65003100000000",1988,129,"6","8","6",71.8
"10239","B65003200000000",1986,129,"7","7","8",49
"10240","B65003300000000",1987,129,"7","7","8",40.8
"10241","B65003400000000",1990,129,"7","8","8",73.5
"10242","B65003600000000",1992,129,"7","7","6",73.5
"10243","B65003700000000",1996,129,"7","7","7",88.2
"10244","B65003800000000",1997,129,"6","8","7",70.2
"10245","B65003900000000",1995,129,"7","8","7",71.8
"10246","B65004000000000",1996,129,"7","7","6",62.1
"10247","B65004100000000",1998,129,"6","7","6",80
"10248","B65004300000000",2002,129,"7","8","8",96.3
"10249","B65004500000000",1998,129,"7","7","7",70.2
"10250","B65004600000000",2000,129,"7","8","7",70.2
"10251","B65004700000000",2002,129,"7","7","7",62.1
"10252","B65004800000000",2003,129,"7","8","8",52.3
"10253","B65004900000000",2005,129,"7","7","7",99.9
"10254","B65005000000000",2002,129,"N","N","N",53.9
"10255","B65005100000000",2006,129,"7","7","7",80
"10256","B65005200000000",2017,129,"9","9","9",58.6
"10257","B66000100000000",1952,131,"6","7","6",44.1
"10258","B66000200000000",1952,131,"6","6","7",42.5
"10259","B66000600000000",2001,131,"8","8","8",49
"10260","B66001200000000",1953,131,"5","5","6",60.4
"10261","B66001300000000",1953,131,"6","5","6",70.2
"10262","B66001400000000",2000,131,"7","7","8",63.7
"10263","B66001700000000",1953,131,"5","4","5",45.7
"10264","B66001900000000",1956,131,"6","5","7",27.8
"10265","B66002000000000",1956,131,"6","4","7",34.3
"10266","B66002100000000",1957,131,"6","6","7",34.3
"10267","B66002200000000",1957,131,"6","6","6",39.2
"10268","B66002700000000",1991,131,"7","7","7",62.1
"10269","B66002900000000",1969,131,"N","N","N",53.9
"10270","B66003000000000",1969,131,"6","6","6",45.7
"10271","B66003100000000",1970,131,"5","6","5",49
"10272","B66003200000000",1969,131,"7","7","7",52.3
"10273","B66003300000000",1969,131,"7","6","6",53.9
"10274","B66003400000000",1969,131,"4","5","5",45.7
"10275","B66003500000000",1969,131,"5","6","6",47.4
"10276","B66003600000000",1969,131,"5","6","6",58.8
"10277","B66003700000000",1975,131,"6","6","7",60.4
"10278","B66003800000000",1975,131,"7","7","7",53.9
"10279","B66003900000000",1973,131,"7","8","7",52.3
"10280","B66004000000000",1970,131,"N","N","N",53.9
"10281","B66004100000000",1975,131,"N","N","N",53.9
"10282","B66004200000000",1975,131,"N","N","N",53.9
"10283","B66004300000000",1975,131,"N","N","N",53.9
"10284","B66004400000000",1975,131,"N","N","N",53.9
"10285","B66004600000000",1984,131,"7","8","8",58.8
"10286","B66004700000000",1989,131,"7","7","7",65.3
"10287","B66004800000000",1985,131,"6","6","7",65.3
"10288","B66004900000000",1989,131,"7","7","7",55.5
"10289","B66005000000000",1984,131,"7","7","7",52.3
"10290","B66005100000000",1984,131,"6","7","6",50.6
"10291","B66005200000000",1985,131,"7","7","6",52.3
"10292","B66005300000000",1984,131,"6","6","6",53.9
"10293","B66005400000000",1984,131,"6","6","6",70.2
"10294","B66005500000000",1989,131,"6","6","6",49
"10295","B66005600000000",1985,131,"6","6","6",67
"10296","B66005700000000",1989,131,"6","6","7",55.5
"10297","B66005800000000",1985,131,"6","6","6",62.1
"10298","B66005900000000",1986,131,"7","6","7",57.2
"10299","B66006000000000",1985,131,"7","7","7",53.9
"10300","B66006100000000",1989,131,"6","7","6",70.2
"10301","B66006200000000",1985,131,"6","7","6",70.2
"10302","B66006300000000",1985,131,"6","7","6",52.3
"10303","B66006400000000",1985,131,"6","7","7",63.7
"10304","B66006500000000",1989,131,"6","6","6",71.8
"10305","B66006600000000",1985,131,"6","7","6",60.4
"10306","B66006700000000",1989,131,"6","7","6",55.5
"10307","B66006800000000",1975,131,"7","8","7",68.6
"10308","B66006900000000",2006,131,"7","7","7",75.1
"10309","B66008000000000",1984,131,"N","N","N",53.9
"10310","B66008400000000",1980,131,"7","7","7",73.5
"10311","B66008500000000",1978,131,"6","6","6",57.2
"10312","B66008600000000",1978,131,"6","7","7",53.9
"10313","B66008700000000",1981,131,"6","7","7",40.8
"10314","B66008800000000",1979,131,"6","7","6",94.7
"10315","B66008900000000",1979,131,"6","6","7",57.2
"10316","B66009000000000",1979,131,"N","N","N",53.9
"10317","B66009100000000",1985,131,"N","N","N",53.9
"10318","B66009200000000",1981,131,"5","5","7",63.7
"10319","B66009300000000",1981,131,"6","8","7",58.8
"10320","B66009400000000",1986,131,"N","N","N",53.9
"10321","B66009500000000",1986,131,"N","N","N",53.9
"10322","B66009600000000",1986,131,"5","5","6",67
"10323","B66009700000000",1986,131,"6","6","7",60.4
"10324","B66009800000000",1988,131,"7","7","7",62.1
"10325","B66009900000000",1990,131,"7","7","7",62.1
"10326","B66010000000000",1991,131,"7","7","7",68.6
"10327","B66010100000000",1991,131,"7","7","7",68.6
"10328","B66010200000000",1991,131,"6","6","7",67
"10329","B66010300000000",1991,131,"6","7","7",67
"10330","B66010400000000",1990,131,"7","7","8",57.2
"10331","B66010500000000",1990,131,"7","8","8",78.4
"10332","B66010600000000",1994,131,"6","8","7",63.7
"10333","B66010700000000",1995,131,"7","6","6",76.7
"10334","B66010800000000",1995,131,"7","7","7",76.7
"10335","B66010900000000",1995,131,"6","7","7",70.2
"10336","B66011000000000",2014,131,"8","7","8",45
"10337","B66011100000000",1994,131,"7","7","7",71.8
"10338","B66011200000000",1994,131,"7","7","7",70.2
"10339","B66011300000000",1994,131,"7","7","7",80
"10340","B66011400000000",1994,131,"7","7","7",86.5
"10341","B66011500000000",1994,131,"7","7","7",78.4
"10342","B66011600000000",1998,131,"7","7","7",68.6
"10343","B66011700000000",1992,131,"6","6","7",67
"10344","B66011800000000",1997,131,"7","7","6",62.1
"10345","B66011900000000",1993,131,"7","7","7",60.4
"10346","B66012000000000",1995,131,"7","7","8",70.2
"10347","B66012100000000",1996,131,"7","7","8",58.8
"10348","B66012200000000",1997,131,"7","8","7",67
"10349","B66012300000000",1996,131,"6","6","7",62.1
"10350","B66012400000000",1998,131,"6","6","8",55.5
"10351","B66012500000000",1998,131,"8","8","8",44.1
"10352","B66012600000000",2002,131,"8","8","8",67
"10353","B66012700000000",2003,131,"8","8","8",53.9
"10354","B66012800000000",2000,131,"6","6","8",71.8
"10355","B66012900000000",2003,131,"N","N","N",53.9
"10356","B66013100000000",2004,131,"7","8","8",84.9
"10357","B66013300000000",2003,131,"7","7","8",52.3
"10358","B66013400000000",1995,131,"7","7","7",70.2
"10359","B66013500000000",2004,131,"7","8","8",57.2
"10360","B66013600000000",2006,131,"7","7","7",58.8
"10361","B66013700000000",2005,131,"7","7","8",40.8
"10362","B66017000000000",2003,131,"8","8","8",70.2
"10363","B66017100000000",1994,131,"N","N","N",53.9
"10364","B66017200000000",2006,131,"6","6","7",60.4
"10365","B66017300000000",2006,131,"7","7","7",73.5
"10366","B66017400000000",2008,131,"N","N","N",53.9
"10367","B66017500000000",2008,131,"N","N","N",53.9
"10368","B66017700000000",2009,131,"7","7","8",75.1
"10369","B66017800000000",2008,131,"7","7","8",73.5
"10370","B66017900000000",2009,131,"7","7","8",57.7
"10371","B66018000000000",2010,131,"8","8","8",58.8
"10372","B66018200000000",2010,131,"7","7","8",60.4
"10373","B66018300000000",2010,131,"7","7","8",44.4
"10374","B66018400000000",2014,131,"8","8","8",50.5
"10375","B66018500000000",2014,131,"7","7","9",51.5
"10376","B66018700000000",2015,131,"7","7","7",53.5
"10377","B66019000000000",2015,131,"7","7","7",53.5
"10378","B66019500000000",2015,131,"N","N","N",43.7
"10379","B66019600000000",2016,131,"8","8","8",42.1
"10380","B66019700000000",2019,131,"9","9","9",54.4
"10381","B66064900000000",1940,131,"N","N","N",53.9
"10382","B66065400000000",1950,131,"5","5","5",37.6
"10383","B66065500000000",1950,131,"5","5","5",35.9
"10384","B66071400000000",1994,131,"7","7","8",62.1
"10385","B66094400000000",1952,131,"4","5","5",37.6
"10386","B66094500000000",1952,131,"4","5","4",34.3
"10387","B67000100000000",1998,133,"N","N","N",53.9
"10388","B67000200000000",1999,133,"7","7","7",55.5
"10389","B67000300000000",2003,133,"7","7","8",93.1
"10390","B67000400000000",2013,133,"8","9","9",53.5
"10391","B67000500000000",1998,133,"8","8","8",80
"10392","B67000600000000",2000,133,"7","7","8",62.1
"10393","B67000700000000",2003,133,"7","7","8",50.6
"10394","B67000800000000",1950,133,"8","8","6",55.5
"10395","B67000900000000",1922,133,"4","4","4",32.7
"10396","B67001100000000",2000,133,"7","7","8",58.8
"10397","B67001200000000",1957,133,"N","N","N",53.9
"10398","B67001300000000",2001,133,"7","7","7",67
"10399","B67001400000000",1956,133,"5","6","6",53.9
"10400","B67001600000000",1957,133,"7","7","7",55.5
"10401","B67001700000000",1957,133,"7","7","7",55.5
"10402","B67001800000000",1957,133,"7","7","7",57.2
"10403","B67001900000000",1957,133,"7","7","7",57.2
"10404","B67002000000000",2001,133,"6","6","7",67
"10405","B67002100000000",1968,133,"N","N","N",53.9
"10406","B67002200000000",2001,133,"7","7","8",70.2
"10407","B67002300000000",2001,133,"7","7","8",57.2
"10408","B67002400000000",2002,133,"7","7","7",86.5
"10409","B67002500000000",1955,133,"7","5","7",86.5
"10410","B67002600000000",1919,133,"4","4","6",40.8
"10411","B67002700000000",1924,133,"5","5","5",40.8
"10412","B67003600000000",1967,133,"N","N","N",53.9
"10413","B67003700000000",2002,133,"7","7","8",65.3
"10414","B67003900000000",1963,133,"5","5","5",76.7
"10415","B67004000000000",1958,133,"6","6","6",70.2
"10416","B67004100000000",1958,133,"6","6","6",53.9
"10417","B67004200000000",1962,133,"7","7","6",42.5
"10418","B67004300000000",1962,133,"7","7","6",37.6
"10419","B67004400000000",1962,133,"7","7","6",44.1
"10420","B67004500000000",1962,133,"7","7","6",39.2
"10421","B67004600000000",1962,133,"7","7","7",52.3
"10422","B67004700000000",1961,133,"N","N","N",53.9
"10423","B67004800000000",1962,133,"6","6","7",35.9
"10424","B67004900000000",1962,133,"6","6","7",42.5
"10425","B67005200000000",1960,133,"6","6","6",32.7
"10426","B67005300000000",1960,133,"6","6","6",31
"10427","B67005600000000",1962,133,"7","7","7",52.3
"10428","B67005700000000",2000,133,"7","8","7",58.8
"10429","B67005800000000",1960,133,"N","N","N",32.7
"10430","B67005900000000",1962,133,"5","4","5",55.5
"10431","B67006000000000",1962,133,"6","6","7",53.9
"10432","B67006100000000",1962,133,"7","7","7",53.9
"10433","B67006200000000",1962,133,"9","8","8",71.8
"10434","B67006300000000",1962,133,"7","7","7",71.8
"10435","B67006400000000",1963,133,"5","5","6",57.2
"10436","B67006500000000",1962,133,"7","7","7",58.8
"10437","B67006600000000",1963,133,"6","6","7",62.1
"10438","B67006700000000",1962,133,"7","7","7",55.5
"10439","B67006800000000",1963,133,"6","6","7",58.8
"10440","B67006900000000",1962,133,"7","7","6",60.4
"10441","B67007100000000",1961,133,"N","N","N",53.9
"10442","B67007200000000",1961,133,"N","N","N",53.9
"10443","B67007500000000",1963,133,"6","7","5",75.1
"10444","B67008300000000",1964,133,"N","N","N",53.9
"10445","B67008400000000",1964,133,"6","8","7",89.8
"10446","B67008500000000",1964,133,"4","6","7",44.1
"10447","B67008600000000",1965,133,"7","4","7",49
"10448","B67008700000000",1965,133,"5","5","6",53.9
"10449","B67008800000000",1965,133,"5","5","6",53.9
"10450","B67008900000000",1966,133,"9","8","7",50.6
"10451","B67009000000000",1965,133,"N","N","N",53.9
"10452","B67009300000000",1963,133,"N","N","N",53.9
"10453","B67009400000000",1966,133,"7","7","6",62.1
"10454","B67009500000000",1966,133,"4","4","7",44.1
"10455","B67009600000000",1930,133,"N","N","N",53.9
"10456","B67009700000000",1965,133,"4","7","6",32.7
"10457","B67009800000000",1966,133,"N","N","N",53.9
"10458","B67009900000000",1968,133,"5","6","5",57.2
"10459","B67010000000000",1967,133,"N","N","N",57.2
"10460","B67010100000000",1966,133,"7","7","7",32.7
"10461","B67010200000000",1966,133,"6","6","7",75.1
"10462","B67010300000000",1969,133,"6","6","6",49
"10463","B67010900000000",1969,133,"7","8","6",84.9
"10464","B67011000000000",1969,133,"6","8","6",80
"10465","B67011100000000",1969,133,"8","8","7",53.9
"10466","B67011200000000",1969,133,"7","7","7",53.9
"10467","B67011300000000",1969,133,"7","6","6",42.5
"10468","B67011400000000",1969,133,"9","8","7",49
"10469","B67011600000000",1969,133,"4","5","5",49
"10470","B67011700000000",1969,133,"5","5","6",40.8
"10471","B67012000000000",1968,133,"7","7","8",47.3
"10472","B67012100000000",1968,133,"8","8","8",47.6
"10473","B67012200000000",1971,133,"4","6","6",40.8
"10474","B67012300000000",1970,133,"8","8","7",55.5
"10475","B67012400000000",1970,133,"7","7","7",55.5
"10476","B67012500000000",1970,133,"8","8","8",47
"10477","B67012600000000",1971,133,"6","6","7",42.1
"10478","B67012700000000",1971,133,"6","7","6",67
"10479","B67012800000000",1971,133,"7","7","7",67
"10480","B67012900000000",1971,133,"7","6","5",68.6
"10481","B67013000000000",1971,133,"6","6","6",39.2
"10482","B67013200000000",1971,133,"7","6","7",53.9
"10483","B67013300000000",1971,133,"8","7","7",55.5
"10484","B67013400000000",1968,133,"7","7","6",45.7
"10485","B67013500000000",1968,133,"6","7","6",58.8
"10486","B67013600000000",1971,133,"N","N","N",53.9
"10487","B67013800000000",1970,133,"8","8","8",70.2
"10488","B67013900000000",1969,133,"7","7","7",55.5
"10489","B67014000000000",1977,133,"4","6","7",50.6
"10490","B67014100000000",1978,133,"N","N","N",53.9
"10491","B67014200000000",1968,133,"N","N","N",53.9
